raceId,driverId,constructorId,grid,positionOrder,unified_main_points,res_fLapTime_ms,year,round,circuitId,dob,q_rel_gap,qual_pos,sprint_target,spr_ms,spr_fLapTime_ms,spr_points_unified,pit_count,pit_total_ms,driver_encoded
1061,1,0.6074766355140186,0.1,1,25,89699.0,2021,10,0.0,0.7083333333333334,0.008975304040189896,0.0,2.0,1539856.0,89937.0,7.0,0.4,2088642.0,345
1065,1,0.6074766355140186,0.2,17,0,85870.0,2021,14,0.07142857142857142,0.7083333333333334,0.0,0.05263157894736842,5.0,1694089.0,84253.0,4.0,0.2,25619.0,345
1071,1,0.6074766355140186,0.5,1,25,71982.0,2021,19,0.12857142857142856,0.7083333333333334,0.0,0.0,5.0,1770431.0,72357.0,4.0,0.8,81924.0,345
1077,1,0.6074766355140186,0.7000000000000001,13,0,81419.0,2022,4,0.17142857142857143,0.7499999999999999,0.4726143421795595,0.631578947368421,14.0,1881026.0,80663.0,0.0,0.2,32740.0,345
1084,1,0.6074766355140186,0.4,3,15,69000.0,2022,11,0.8714285714285714,0.7499999999999999,0.2244376170844814,0.42105263157894735,8.0,1625506.0,69516.0,1.0,0.4,45723.0,345
1095,1,0.6074766355140186,0.1,2,18,73942.0,2022,21,0.12857142857142856,0.7499999999999999,0.09037723322876863,0.3684210526315789,3.0,1815799.0,74317.0,6.0,0.4,47496.0,345
1101,1,0.6074766355140186,0.25,6,8,105346.0,2023,4,0.9142857142857144,0.7916666666666666,0.18540504175363035,0.21052631578947367,7.0,2002557.0,104601.0,2.0,0.2,20324.0,345
1107,1,0.6074766355140186,0.25,8,4,69160.0,2023,9,0.8714285714285714,0.7916666666666666,0.19029312376168955,0.21052631578947367,10.0,1873105.0,70775.0,0.0,0.6000000000000001,66132.0,345
1110,1,0.6074766355140186,0.15000000000000002,4,12,107305.0,2023,12,0.05714285714285716,0.7916666666666666,0.04945686897908589,0.15789473684210525,7.0,1515190.0,120920.0,2.0,0.6000000000000001,69269.0,345
1115,1,0.6074766355140186,0.15000000000000002,19,0,0.0,2023,17,0.9857142857142858,0.7916666666666666,0.2797554978649016,0.10526315789473684,5.0,2118611.0,87968.0,4.0,0.0,0.0,345
1116,1,0.6074766355140186,0.15000000000000002,19,0,99582.0,2023,18,0.8571428571428571,0.7916666666666666,0.0,0.10526315789473684,2.0,1900314.0,99138.0,7.0,0.4,49564.0,345
1118,1,0.6074766355140186,0.25,8,4,74739.0,2023,20,0.12857142857142856,0.7916666666666666,0.08349436719960016,0.21052631578947367,7.0,1841935.0,75276.0,2.0,0.8,1472541.0,345
1125,1,0.6074766355140186,0.9,9,2,100835.0,2024,5,0.1142857142857143,0.8333333333333334,0.19512552744955985,0.894736842105263,2.0,1937703.0,100420.0,7.0,0.4,45180.0,345
1126,1,0.6074766355140186,0.4,6,8,91233.0,2024,6,1.0,0.8333333333333334,0.12126581609938553,0.3684210526315789,16.0,1940730.0,91830.0,0.0,0.2,22107.0,345
1131,1,0.6074766355140186,0.25,4,12,69562.0,2024,11,0.8714285714285714,0.8333333333333334,0.09476181648309273,0.21052631578947367,6.0,1612596.0,69265.0,3.0,0.4,48844.0,345
1139,1,0.6074766355140186,0.8500000000000001,20,0,0.0,2024,19,0.8571428571428571,0.8333333333333334,0.26490958195052194,0.9473684210526316,6.0,1884870.0,98372.0,3.0,0.0,0.0,345
1141,1,0.6074766355140186,0.7000000000000001,10,1,82041.0,2024,21,0.12857142857142856,0.8333333333333334,0.6604345092188447,0.7894736842105263,11.0,1815809.0,72546.0,0.0,0.4,1450908.0,345
1143,1,0.6074766355140186,0.30000000000000004,12,0,83865.0,2024,23,0.9857142857142858,0.8333333333333334,0.10843651214571229,0.2631578947368421,6.0,1628660.0,84337.0,3.0,0.8,110847.0,345
1061,4,0.9953271028037383,0.35000000000000003,7,6,91698.0,2021,10,0.0,0.8749999999999999,0.212586487123355,0.5263157894736843,7.0,1581953.0,91773.0,2.0,0.4,2088323.0,20
1065,4,0.9953271028037383,0.5,8,4,85472.0,2021,14,0.07142857142857142,0.8749999999999999,0.2607352846647115,0.631578947368421,11.0,1713873.0,85225.0,0.0,0.2,24797.0,20
1071,4,0.9953271028037383,0.6000000000000001,9,2,73922.0,2021,19,0.12857142857142856,0.8749999999999999,0.212968910055747,0.47368421052631576,12.0,1786137.0,73397.0,0.0,0.6000000000000001,59831.0,20
1077,4,0.9953271028037383,0.45,19,0,99685.0,2022,4,0.17142857142857143,0.9166666666666666,0.3958215697346132,0.21052631578947367,9.0,1871845.0,80639.0,0.0,0.0,0.0,20
1084,4,0.9953271028037383,0.9500000000000001,10,1,68558.0,2022,11,0.8714285714285714,0.9166666666666666,0.2030140263627809,0.3684210526315789,20.0,0.0,0.0,0.0,0.6000000000000001,67631.0,20
1095,4,0.9953271028037383,0.8500000000000001,5,10,74164.0,2022,21,0.12857142857142856,0.9166666666666666,0.13267499558162668,0.3157894736842105,18.0,1865292.0,74764.0,0.0,0.6000000000000001,76123.0,20
1101,4,0.5420560747663552,0.30000000000000004,4,12,104241.0,2023,4,0.9142857142857144,0.9583333333333334,0.09907307325934511,0.2631578947368421,6.0,2009280.0,104544.0,3.0,0.2,23148.0,20
1107,4,0.5420560747663552,0.35000000000000003,5,10,69108.0,2023,9,0.8714285714285714,0.9583333333333334,0.18414361527387912,0.3157894736842105,5.0,1856839.0,74978.0,4.0,0.6000000000000001,60964.0,20
1110,4,0.5420560747663552,0.45,5,10,110938.0,2023,12,0.05714285714285716,0.9583333333333334,0.10041812941000708,0.42105263157894735,20.0,0.0,0.0,0.0,0.4,46883.0,20
1115,4,0.5420560747663552,0.2,6,8,86045.0,2023,17,0.9857142857142858,0.9583333333333334,0.05652683586418966,0.15789473684210525,8.0,2122477.0,88717.0,1.0,0.6000000000000001,85198.0,20
1116,4,0.5420560747663552,0.0,16,0,99954.0,2023,18,0.8571428571428571,0.9583333333333334,0.27535480723891087,0.8421052631578947,13.0,1939935.0,100805.0,0.0,0.4,49878.0,20
1118,4,0.5420560747663552,0.2,3,15,74442.0,2023,20,0.12857142857142856,0.9583333333333334,0.06862983970573194,0.15789473684210525,11.0,1846270.0,75477.0,0.0,0.8,1474675.0,20
1125,4,0.5420560747663552,0.15000000000000002,7,6,97810.0,2024,5,0.1142857142857143,0.9999999999999999,0.0878182277570823,0.10526315789473684,20.0,0.0,100537.0,0.0,0.6000000000000001,68915.0,20
1126,4,0.5420560747663552,0.75,9,2,91727.0,2024,6,1.0,0.9999999999999999,0.19382235041826473,0.736842105263158,17.0,1950792.0,92355.0,0.0,0.2,22374.0,20
1131,4,0.5420560747663552,0.75,18,0,67694.0,2024,11,0.8714285714285714,0.9999999999999999,0.1339618484814944,0.736842105263158,15.0,1644544.0,70393.0,0.0,0.6000000000000001,77917.0,20
1139,4,0.5420560747663552,0.35000000000000003,13,0,99261.0,2024,19,0.8571428571428571,0.9999999999999999,0.2216346412167273,0.3684210526315789,18.0,1912953.0,99250.0,0.0,0.2,24247.0,20
1141,4,0.5420560747663552,0.45,14,0,82293.0,2024,21,0.12857142857142856,0.9999999999999999,0.4234521111239549,0.42105263157894735,18.0,1842582.0,73111.0,0.0,0.4,1447979.0,20
1143,4,0.5420560747663552,0.4,7,6,83667.0,2024,23,0.9857142857142858,0.9999999999999999,0.10049545443807176,0.3684210526315789,11.0,1642214.0,84281.0,0.0,0.6000000000000001,90031.0,20
1061,8,0.23364485981308408,0.65,15,0,91895.0,2021,10,0.0,0.9583333333333334,0.33618924561968444,0.8421052631578947,13.0,1589103.0,92139.0,0.0,0.4,2091094.0,651
1071,8,0.23364485981308408,0.0,12,0,72621.0,2021,19,0.12857142857142856,0.9583333333333334,0.27996672826477376,0.6842105263157894,18.0,1799573.0,73900.0,0.0,0.8,83297.0,651
1065,9,0.23364485981308408,0.8500000000000001,14,0,85849.0,2021,14,0.07142857142857142,0.7499999999999999,0.5488146299033705,0.9473684210526316,18.0,1739174.0,86772.0,0.0,0.2,24501.0,441
1061,20,0.5420560747663552,0.4,19,0,93059.0,2021,10,0.0,0.6249999999999999,0.19027644565202584,0.47368421052631576,8.0,1582865.0,91687.0,1.0,0.4,2083367.0,812
1065,20,0.5420560747663552,0.55,12,0,85938.0,2021,14,0.07142857142857142,0.6249999999999999,0.23504843988312443,0.5263157894736843,12.0,1715255.0,85493.0,0.0,0.4,51084.0,812
1071,20,0.5420560747663552,0.45,11,0,73634.0,2021,19,0.12857142857142856,0.6249999999999999,0.23238856750763884,0.5789473684210527,10.0,1784426.0,73558.0,0.0,0.8,83445.0,812
1077,20,0.5420560747663552,0.65,8,4,81211.0,2022,4,0.17142857142857143,0.6666666666666666,0.4426877470355731,0.42105263157894735,13.0,1879744.0,81044.0,0.0,0.2,30484.0,812
1084,20,0.5420560747663552,0.9,17,0,70001.0,2022,11,0.8714285714285714,0.6666666666666666,0.5658548406493591,1.0,19.0,0.0,70317.0,0.0,0.4,43695.0,812
1095,20,0.5420560747663552,0.45,11,0,75549.0,2022,21,0.12857142857142856,0.6666666666666666,0.14941152025362087,0.631578947368421,9.0,1841525.0,75451.0,0.0,0.4,48276.0,812
1101,807,0.9766355140186915,0.0,17,0,106731.0,2023,4,0.9142857142857144,0.7083333333333334,0.3264358910496382,0.8421052631578947,15.0,2046254.0,105971.0,0.0,0.2,24748.0,381
1107,807,0.9766355140186915,0.4,20,0,71066.0,2023,9,0.8714285714285714,0.7083333333333334,0.21318296091076172,0.3684210526315789,6.0,1858027.0,70180.0,3.0,0.4,38669.0,381
1110,807,0.9766355140186915,0.0,18,0,109907.0,2023,12,0.05714285714285716,0.7083333333333334,0.9150461005788286,1.0,17.0,1536260.0,123472.0,0.0,0.4,49809.0,381
1115,807,0.9766355140186915,0.7000000000000001,16,0,86489.0,2023,17,0.9857142857142858,0.7083333333333334,0.23474338782489876,0.736842105263158,16.0,0.0,89307.0,0.0,0.6000000000000001,96744.0,381
1116,807,0.9766355140186915,0.0,11,0,100925.0,2023,18,0.8571428571428571,0.7083333333333334,0.26763457899856763,0.7894736842105263,15.0,1947499.0,101232.0,0.0,0.4,50881.0,381
1118,807,0.9766355140186915,0.55,12,0,75036.0,2023,20,0.12857142857142856,0.7083333333333334,0.04269598322706826,0.5263157894736843,18.0,1867539.0,75472.0,0.0,0.8,1503572.0,381
1125,807,0.9766355140186915,0.45,10,1,100815.0,2024,5,0.1142857142857143,0.7499999999999999,0.07654743916793803,0.42105263157894735,19.0,1974290.0,102315.0,0.0,0.4,46340.0,381
1126,807,0.9766355140186915,0.45,11,0,91941.0,2024,6,1.0,0.7499999999999999,0.17606375810245511,0.42105263157894735,7.0,1913437.0,91963.0,2.0,0.4,45542.0,381
1131,807,0.9766355140186915,0.45,6,8,70215.0,2024,11,0.8714285714285714,0.7499999999999999,0.11350965787363267,0.42105263157894735,19.0,1649812.0,70512.0,0.0,0.4,44169.0,381
1139,807,0.9766355140186915,0.55,8,4,98404.0,2024,19,0.8571428571428571,0.7499999999999999,0.13269387904561344,0.5789473684210527,8.0,1892734.0,98746.0,1.0,0.2,24500.0,381
1141,807,0.9766355140186915,0.8500000000000001,20,0,83764.0,2024,21,0.12857142857142856,0.7499999999999999,0.7793026686026018,0.9473684210526316,20.0,0.0,72879.0,0.0,0.6000000000000001,112943.0,381
1143,807,0.9766355140186915,0.9,16,0,85767.0,2024,23,0.9857142857142858,0.7499999999999999,0.32886932092676885,0.894736842105263,7.0,1631518.0,84284.0,2.0,0.8,122802.0,381
1061,815,0.037383177570093455,0.0,16,0,88617.0,2021,10,0.0,0.4999999999999999,0.09488178556772177,0.21052631578947367,20.0,0.0,91465.0,0.0,0.8,2161227.0,609
1065,815,0.037383177570093455,0.4,5,10,85156.0,2021,14,0.07142857142857142,0.4999999999999999,0.21129501352595795,0.42105263157894735,9.0,1705758.0,84211.0,0.0,0.2,23906.0,609
1071,815,0.037383177570093455,0.2,4,12,71010.0,2021,19,0.12857142857142856,0.4999999999999999,0.14208716035634184,0.15789473684210525,4.0,1769346.0,73110.0,5.0,1.0,105181.0,609
1077,815,0.037383177570093455,0.15000000000000002,2,18,78949.0,2022,4,0.17142857142857143,0.5416666666666666,0.2758328627893845,0.3157894736842105,3.0,1844288.0,79012.0,6.0,0.4,59993.0,609
1084,815,0.037383177570093455,0.25,20,0,71843.0,2022,11,0.8714285714285714,0.5416666666666666,0.24620126480176444,0.631578947368421,5.0,1608361.0,69137.0,4.0,0.2,23681.0,609
1095,815,0.037383177570093455,0.2,7,6,74283.0,2022,21,0.12857142857142856,0.5416666666666666,0.1542803274309283,0.42105263157894735,5.0,1823162.0,74699.0,4.0,0.4,46021.0,609
1101,815,0.037383177570093455,0.15000000000000002,1,25,104589.0,2023,4,0.9142857142857144,0.5833333333333334,0.10698134518248575,0.10526315789473684,1.0,1997667.0,103616.0,8.0,0.2,20389.0,609
1107,815,0.037383177570093455,0.75,3,15,68111.0,2023,9,0.8714285714285714,0.5833333333333334,0.020840000986468692,0.736842105263158,2.0,1847778.0,75492.0,7.0,0.6000000000000001,60350.0,609
1110,815,0.037383177570093455,0.1,2,18,110308.0,2023,12,0.05714285714285716,0.5833333333333334,0.11264130995616901,0.10526315789473684,19.0,0.0,122516.0,0.0,0.4,46394.0,609
1115,815,0.037383177570093455,0.0,10,1,86220.0,2023,17,0.9857142857142858,0.5833333333333334,0.25751114115908624,0.631578947368421,18.0,0.0,88584.0,0.0,0.6000000000000001,94219.0,609
1116,815,0.037383177570093455,0.45,4,12,99737.0,2023,18,0.8571428571428571,0.5833333333333334,0.21008378666146302,0.42105263157894735,5.0,1913777.0,99824.0,4.0,0.4,47992.0,609
1118,815,0.037383177570093455,0.45,4,12,74124.0,2023,20,0.12857142857142856,0.5833333333333334,0.10373542591465473,0.42105263157894735,3.0,1820826.0,75008.0,6.0,0.8,1479209.0,609
1125,815,0.037383177570093455,0.1,3,15,99388.0,2024,5,0.1142857142857143,0.6249999999999999,0.1678877883591279,0.05263157894736842,3.0,1939918.0,101065.0,6.0,0.4,44398.0,609
1126,815,0.037383177570093455,0.2,4,12,90855.0,2024,6,1.0,0.6249999999999999,0.02105661660303138,0.15789473684210525,3.0,1896478.0,90921.0,6.0,0.4,44091.0,609
1131,815,0.037383177570093455,0.4,7,6,69694.0,2024,11,0.8714285714285714,0.6249999999999999,0.11044182928245341,0.3684210526315789,8.0,1618798.0,69420.0,1.0,0.4,48791.0,609
1139,815,0.037383177570093455,0.45,7,6,98514.0,2024,19,0.8571428571428571,0.6249999999999999,0.135084759749138,0.47368421052631576,9.0,1896096.0,98452.0,0.0,0.2,23580.0,609
1141,815,0.037383177570093455,0.6000000000000001,11,0,82143.0,2024,21,0.12857142857142856,0.6249999999999999,0.3802273258934977,0.631578947368421,8.0,1804762.0,71678.0,1.0,0.4,1451907.0,609
1143,815,0.037383177570093455,0.45,17,0,85288.0,2024,23,0.9857142857142858,0.6249999999999999,0.11884203603848266,0.42105263157894735,20.0,1697381.0,84892.0,0.0,0.6000000000000001,80252.0,609
1061,817,0.0,0.30000000000000004,5,10,91284.0,2021,10,0.0,0.5416666666666666,0.14668211174253204,0.3157894736842105,6.0,1569385.0,90640.0,3.0,0.4,2080098.0,672
1065,817,0.0,0.1,1,25,84812.0,2021,14,0.07142857142857142,0.5416666666666666,0.20687577141299673,0.21052631578947367,3.0,1688612.0,84291.0,6.0,0.2,23812.0,672
1071,817,0.0,0.55,19,0,74443.0,2021,19,0.12857142857142856,0.5416666666666666,0.207466673777711,0.42105263157894735,11.0,1785428.0,73463.0,0.0,0.6000000000000001,60918.0,672
1077,817,0.0,0.30000000000000004,18,0,81577.0,2022,4,0.17142857142857143,0.5833333333333334,0.3342744212309429,0.2631578947368421,6.0,1867307.0,80328.0,3.0,0.6000000000000001,92939.0,672
1084,817,0.0,0.55,9,2,69924.0,2022,11,0.8714285714285714,0.5833333333333334,0.4060280527255618,0.7894736842105263,12.0,1629797.0,69996.0,0.0,0.4,43245.0,672
1095,817,0.0,0.55,20,0,0.0,2022,21,0.12857142857142856,0.5833333333333334,0.5553483186616254,0.6842105263157894,11.0,1850702.0,75385.0,0.0,0.0,0.0,672
1110,817,0.9906542056074766,0.9500000000000001,16,0,110994.0,2023,12,0.05714285714285716,0.6249999999999999,0.7256808265790587,0.9473684210526316,10.0,1521239.0,122967.0,0.0,0.4,46133.0,672
1116,817,0.9906542056074766,0.7000000000000001,15,0,99366.0,2023,18,0.8571428571428571,0.6249999999999999,0.2624877601716721,0.736842105263158,12.0,1936358.0,100434.0,0.0,0.4,50476.0,672
1118,817,0.9906542056074766,0.8500000000000001,13,0,73866.0,2023,20,0.12857142857142856,0.6249999999999999,0.15908207083863213,0.8421052631578947,9.0,1842512.0,75460.0,0.0,0.8,1656958.0,672
1125,817,0.9999999999999999,0.6000000000000001,18,0,100994.0,2024,5,0.1142857142857143,0.6666666666666666,0.1646004750206275,0.5789473684210527,11.0,1962500.0,102234.0,0.0,0.2,22598.0,672
1126,817,0.9999999999999999,1.0,15,0,92122.0,2024,6,1.0,0.6666666666666666,0.2354281952724472,0.894736842105263,4.0,1906354.0,91505.0,5.0,0.2,22540.0,672
1131,817,0.9999999999999999,0.55,9,2,70426.0,2024,11,0.8714285714285714,0.6666666666666666,0.10430617210009488,0.5263157894736843,14.0,1640786.0,70480.0,0.0,0.4,42595.0,672
1061,822,0.6074766355140186,0.15000000000000002,3,15,90524.0,2021,10,0.0,0.5416666666666666,0.188737822102279,0.10526315789473684,3.0,1545928.0,89958.0,6.0,0.4,2077358.0,102
1065,822,0.6074766355140186,0.9500000000000001,3,15,84827.0,2021,14,0.07142857142857142,0.5416666666666666,0.03922077375253075,0.0,1.0,1674078.0,83540.0,8.0,0.2,24308.0,102
1071,822,0.6074766355140186,0.05,3,15,72526.0,2021,19,0.12857142857142856,0.5416666666666666,0.09936391396217983,0.10526315789473684,1.0,1749559.0,72300.0,8.0,0.8,81855.0,102
1077,822,0.23364485981308408,0.35000000000000003,5,10,80758.0,2022,4,0.17142857142857143,0.5833333333333334,0.4582156973461321,0.3684210526315789,7.0,1867700.0,80219.0,2.0,0.2,40957.0,102
1084,822,0.23364485981308408,0.0,11,0,69266.0,2022,11,0.8714285714285714,0.5833333333333334,0.34787830648094614,0.5789473684210527,10.0,1627616.0,69674.0,0.0,0.4,46955.0,102
1095,822,0.23364485981308408,0.7000000000000001,9,2,75511.0,2022,21,0.12857142857142856,0.5833333333333334,0.7242350676244759,0.894736842105263,14.0,1853645.0,75980.0,0.0,0.4,48524.0,102
1101,822,0.23364485981308408,0.65,18,0,106304.0,2023,4,0.9142857142857144,0.6249999999999999,0.2884322509745458,0.6842105263157894,16.0,2047584.0,106277.0,0.0,0.6000000000000001,64333.0,102
1107,822,0.23364485981308408,0.7000000000000001,15,0,69940.0,2023,9,0.8714285714285714,0.6249999999999999,0.22104066620074173,0.6842105263157894,20.0,1903165.0,76758.0,0.0,0.6000000000000001,70890.0,102
1110,822,0.23364485981308408,0.65,12,0,110515.0,2023,12,0.05714285714285716,0.6249999999999999,0.22264993487162618,0.6842105263157894,13.0,1525439.0,123595.0,0.0,0.4,47148.0,102
1115,822,0.23364485981308408,0.45,8,4,86652.0,2023,17,0.9857142857142858,0.6249999999999999,0.2698109619258312,0.42105263157894735,10.0,2123505.0,89017.0,0.0,0.6000000000000001,88310.0,102
1116,822,0.23364485981308408,0.65,12,0,101972.0,2023,18,0.8571428571428571,0.6249999999999999,0.23184079352061232,0.631578947368421,16.0,1955250.0,101503.0,0.0,0.4,49803.0,102
1118,822,0.23364485981308408,0.9,16,0,75731.0,2023,20,0.12857142857142856,0.6249999999999999,0.19450392358997765,0.894736842105263,19.0,1867958.0,75738.0,0.0,0.6000000000000001,1462965.0,102
1125,822,0.06542056074766354,0.5,20,0,101276.0,2024,5,0.1142857142857143,0.6666666666666666,0.1002630568242624,0.47368421052631576,12.0,1962955.0,102140.0,0.0,0.2,22949.0,102
1126,822,0.06542056074766354,0.8,16,0,92098.0,2024,6,1.0,0.6666666666666666,0.1963592921776661,0.7894736842105263,14.0,1928275.0,92462.0,0.0,0.4,46495.0,102
1131,822,0.06542056074766354,0.9,16,0,70449.0,2024,11,0.8714285714285714,0.6666666666666666,0.19906798858318758,0.894736842105263,18.0,1647900.0,70590.0,0.0,0.4,43909.0,102
1139,822,0.06542056074766354,0.8,17,0,100575.0,2024,19,0.8571428571428571,0.6666666666666666,0.264431405809817,0.894736842105263,20.0,1920622.0,99642.0,0.0,0.2,24439.0,102
1141,822,0.06542056074766354,0.55,13,0,82877.0,2024,21,0.12857142857142856,0.6666666666666666,0.5305088466365987,0.5263157894736843,16.0,1829276.0,72698.0,0.0,0.2,1422094.0,102
1143,822,0.06542056074766354,0.65,11,0,85533.0,2024,23,0.9857142857142858,0.6666666666666666,0.18784708922211776,0.631578947368421,12.0,1646361.0,85447.0,0.0,0.6000000000000001,86142.0,102
1077,825,0.9766355140186915,0.4,9,2,81238.0,2022,4,0.17142857142857143,0.45833333333333337,0.38142292490118573,0.15789473684210525,8.0,1870279.0,80557.0,1.0,0.2,33765.0,427
1084,825,0.9766355140186915,0.35000000000000003,8,4,69938.0,2022,11,0.8714285714285714,0.45833333333333337,0.32203397481667256,0.2631578947368421,7.0,1624598.0,69232.0,2.0,0.4,44293.0,427
